image_path,target
./image_data/preprocessing_images\P\P562.jpg,15.0
./image_data/preprocessing_images\Z\Z223.jpg,25.0
./image_data/preprocessing_images\T\T271.jpg,19.0
./image_data/preprocessing_images\H\H46.jpg,7.0
./image_data/preprocessing_images\R\R793.jpg,17.0
./image_data/preprocessing_images\P\P225.jpg,15.0
./image_data/preprocessing_images\L\L519.jpg,11.0
./image_data/preprocessing_images\K\K174.jpg,10.0
./image_data/preprocessing_images\X\X519.jpg,23.0
./image_data/preprocessing_images\F\F249.jpg,5.0
./image_data/preprocessing_images\F\F949.jpg,5.0
./image_data/preprocessing_images\O\O158.jpg,14.0
./image_data/preprocessing_images\Y\Y744.jpg,24.0
./image_data/preprocessing_images\Q\Q385.jpg,16.0
./image_data/preprocessing_images\H\H457.jpg,7.0
./image_data/preprocessing_images\U\U430.jpg,20.0
./image_data/preprocessing_images\A\A208.jpg,0.0
./image_data/preprocessing_images\M\M566.jpg,12.0
./image_data/preprocessing_images\U\U772.jpg,20.0
./image_data/preprocessing_images\del\del508.jpg,26.0
./image_data/preprocessing_images\V\V607.jpg,21.0
./image_data/preprocessing_images\T\T661.jpg,19.0
./image_data/preprocessing_images\T\T712.jpg,19.0
./image_data/preprocessing_images\Q\Q656.jpg,16.0
./image_data/preprocessing_images\del\del986.jpg,26.0
./image_data/preprocessing_images\W\W341.jpg,22.0
./image_data/preprocessing_images\H\H930.jpg,7.0
./image_data/preprocessing_images\G\G564.jpg,6.0
./image_data/preprocessing_images\nothing\nothing299.jpg,27.0
./image_data/preprocessing_images\H\H611.jpg,7.0
./image_data/preprocessing_images\K\K854.jpg,10.0
./image_data/preprocessing_images\C\C487.jpg,2.0
./image_data/preprocessing_images\Y\Y94.jpg,24.0
./image_data/preprocessing_images\M\M671.jpg,12.0
./image_data/preprocessing_images\L\L1.jpg,11.0
./image_data/preprocessing_images\T\T890.jpg,19.0
./image_data/preprocessing_images\L\L788.jpg,11.0
./image_data/preprocessing_images\H\H802.jpg,7.0
./image_data/preprocessing_images\W\W53.jpg,22.0
./image_data/preprocessing_images\Q\Q284.jpg,16.0
./image_data/preprocessing_images\R\R929.jpg,17.0
./image_data/preprocessing_images\U\U418.jpg,20.0
./image_data/preprocessing_images\P\P907.jpg,15.0
./image_data/preprocessing_images\Y\Y905.jpg,24.0
./image_data/preprocessing_images\J\J862.jpg,9.0
./image_data/preprocessing_images\E\E185.jpg,4.0
./image_data/preprocessing_images\W\W129.jpg,22.0
./image_data/preprocessing_images\R\R290.jpg,17.0
./image_data/preprocessing_images\R\R767.jpg,17.0
./image_data/preprocessing_images\Y\Y715.jpg,24.0
./image_data/preprocessing_images\O\O565.jpg,14.0
./image_data/preprocessing_images\R\R460.jpg,17.0
./image_data/preprocessing_images\G\G287.jpg,6.0
./image_data/preprocessing_images\D\D910.jpg,3.0
./image_data/preprocessing_images\G\G488.jpg,6.0
./image_data/preprocessing_images\del\del58.jpg,26.0
./image_data/preprocessing_images\N\N894.jpg,13.0
./image_data/preprocessing_images\J\J560.jpg,9.0
./image_data/preprocessing_images\V\V993.jpg,21.0
./image_data/preprocessing_images\space\space970.jpg,28.0
./image_data/preprocessing_images\Q\Q741.jpg,16.0
./image_data/preprocessing_images\G\G790.jpg,6.0
./image_data/preprocessing_images\W\W712.jpg,22.0
./image_data/preprocessing_images\Q\Q295.jpg,16.0
./image_data/preprocessing_images\Z\Z246.jpg,25.0
./image_data/preprocessing_images\X\X539.jpg,23.0
./image_data/preprocessing_images\U\U946.jpg,20.0
./image_data/preprocessing_images\P\P142.jpg,15.0
./image_data/preprocessing_images\F\F310.jpg,5.0
./image_data/preprocessing_images\G\G929.jpg,6.0
./image_data/preprocessing_images\G\G234.jpg,6.0
./image_data/preprocessing_images\J\J898.jpg,9.0
./image_data/preprocessing_images\T\T222.jpg,19.0
./image_data/preprocessing_images\S\S363.jpg,18.0
./image_data/preprocessing_images\X\X676.jpg,23.0
./image_data/preprocessing_images\S\S301.jpg,18.0
./image_data/preprocessing_images\K\K761.jpg,10.0
./image_data/preprocessing_images\L\L371.jpg,11.0
./image_data/preprocessing_images\X\X496.jpg,23.0
./image_data/preprocessing_images\E\E952.jpg,4.0
./image_data/preprocessing_images\O\O643.jpg,14.0
./image_data/preprocessing_images\N\N381.jpg,13.0
./image_data/preprocessing_images\X\X838.jpg,23.0
./image_data/preprocessing_images\R\R167.jpg,17.0
./image_data/preprocessing_images\U\U574.jpg,20.0
./image_data/preprocessing_images\D\D325.jpg,3.0
./image_data/preprocessing_images\W\W856.jpg,22.0
./image_data/preprocessing_images\B\B77.jpg,1.0
./image_data/preprocessing_images\M\M842.jpg,12.0
./image_data/preprocessing_images\B\B609.jpg,1.0
./image_data/preprocessing_images\J\J958.jpg,9.0
./image_data/preprocessing_images\G\G479.jpg,6.0
./image_data/preprocessing_images\Q\Q103.jpg,16.0
./image_data/preprocessing_images\Q\Q93.jpg,16.0
./image_data/preprocessing_images\N\N917.jpg,13.0
./image_data/preprocessing_images\X\X618.jpg,23.0
./image_data/preprocessing_images\W\W84.jpg,22.0
./image_data/preprocessing_images\I\I249.jpg,8.0
./image_data/preprocessing_images\D\D879.jpg,3.0
./image_data/preprocessing_images\nothing\nothing689.jpg,27.0
./image_data/preprocessing_images\space\space672.jpg,28.0
./image_data/preprocessing_images\C\C161.jpg,2.0
./image_data/preprocessing_images\J\J590.jpg,9.0
./image_data/preprocessing_images\space\space618.jpg,28.0
./image_data/preprocessing_images\M\M685.jpg,12.0
./image_data/preprocessing_images\Y\Y246.jpg,24.0
./image_data/preprocessing_images\W\W441.jpg,22.0
./image_data/preprocessing_images\E\E79.jpg,4.0
./image_data/preprocessing_images\L\L234.jpg,11.0
./image_data/preprocessing_images\L\L907.jpg,11.0
./image_data/preprocessing_images\X\X147.jpg,23.0
./image_data/preprocessing_images\del\del387.jpg,26.0
./image_data/preprocessing_images\del\del353.jpg,26.0
./image_data/preprocessing_images\H\H919.jpg,7.0
./image_data/preprocessing_images\nothing\nothing29.jpg,27.0
./image_data/preprocessing_images\S\S737.jpg,18.0
./image_data/preprocessing_images\X\X252.jpg,23.0
./image_data/preprocessing_images\Z\Z201.jpg,25.0
./image_data/preprocessing_images\A\A607.jpg,0.0
./image_data/preprocessing_images\T\T525.jpg,19.0
./image_data/preprocessing_images\W\W88.jpg,22.0
./image_data/preprocessing_images\X\X458.jpg,23.0
./image_data/preprocessing_images\K\K629.jpg,10.0
./image_data/preprocessing_images\E\E761.jpg,4.0
./image_data/preprocessing_images\S\S133.jpg,18.0
./image_data/preprocessing_images\O\O851.jpg,14.0
./image_data/preprocessing_images\B\B93.jpg,1.0
./image_data/preprocessing_images\Z\Z50.jpg,25.0
./image_data/preprocessing_images\X\X735.jpg,23.0
./image_data/preprocessing_images\B\B343.jpg,1.0
./image_data/preprocessing_images\M\M665.jpg,12.0
./image_data/preprocessing_images\D\D60.jpg,3.0
./image_data/preprocessing_images\S\S666.jpg,18.0
./image_data/preprocessing_images\Y\Y769.jpg,24.0
./image_data/preprocessing_images\K\K895.jpg,10.0
./image_data/preprocessing_images\I\I376.jpg,8.0
./image_data/preprocessing_images\O\O527.jpg,14.0
./image_data/preprocessing_images\H\H906.jpg,7.0
./image_data/preprocessing_images\P\P231.jpg,15.0
./image_data/preprocessing_images\P\P860.jpg,15.0
./image_data/preprocessing_images\del\del205.jpg,26.0
./image_data/preprocessing_images\W\W517.jpg,22.0
./image_data/preprocessing_images\K\K317.jpg,10.0
./image_data/preprocessing_images\space\space332.jpg,28.0
./image_data/preprocessing_images\M\M387.jpg,12.0
./image_data/preprocessing_images\I\I505.jpg,8.0
./image_data/preprocessing_images\H\H662.jpg,7.0
./image_data/preprocessing_images\S\S734.jpg,18.0
./image_data/preprocessing_images\P\P87.jpg,15.0
./image_data/preprocessing_images\U\U516.jpg,20.0
./image_data/preprocessing_images\K\K482.jpg,10.0
./image_data/preprocessing_images\W\W304.jpg,22.0
./image_data/preprocessing_images\P\P54.jpg,15.0
./image_data/preprocessing_images\Z\Z59.jpg,25.0
./image_data/preprocessing_images\H\H651.jpg,7.0
./image_data/preprocessing_images\K\K776.jpg,10.0
./image_data/preprocessing_images\N\N271.jpg,13.0
./image_data/preprocessing_images\I\I53.jpg,8.0
./image_data/preprocessing_images\L\L538.jpg,11.0
./image_data/preprocessing_images\nothing\nothing670.jpg,27.0
./image_data/preprocessing_images\U\U352.jpg,20.0
./image_data/preprocessing_images\V\V464.jpg,21.0
./image_data/preprocessing_images\R\R430.jpg,17.0
./image_data/preprocessing_images\T\T112.jpg,19.0
./image_data/preprocessing_images\V\V155.jpg,21.0
./image_data/preprocessing_images\M\M179.jpg,12.0
./image_data/preprocessing_images\H\H838.jpg,7.0
./image_data/preprocessing_images\space\space117.jpg,28.0
./image_data/preprocessing_images\R\R662.jpg,17.0
./image_data/preprocessing_images\T\T386.jpg,19.0
./image_data/preprocessing_images\X\X826.jpg,23.0
./image_data/preprocessing_images\C\C889.jpg,2.0
./image_data/preprocessing_images\W\W936.jpg,22.0
./image_data/preprocessing_images\W\W123.jpg,22.0
./image_data/preprocessing_images\X\X609.jpg,23.0
./image_data/preprocessing_images\B\B775.jpg,1.0
./image_data/preprocessing_images\K\K271.jpg,10.0
./image_data/preprocessing_images\A\A389.jpg,0.0
./image_data/preprocessing_images\Z\Z426.jpg,25.0
./image_data/preprocessing_images\V\V933.jpg,21.0
./image_data/preprocessing_images\T\T565.jpg,19.0
./image_data/preprocessing_images\E\E360.jpg,4.0
./image_data/preprocessing_images\del\del895.jpg,26.0
./image_data/preprocessing_images\T\T212.jpg,19.0
./image_data/preprocessing_images\L\L328.jpg,11.0
./image_data/preprocessing_images\H\H490.jpg,7.0
./image_data/preprocessing_images\nothing\nothing248.jpg,27.0
./image_data/preprocessing_images\Q\Q629.jpg,16.0
./image_data/preprocessing_images\I\I518.jpg,8.0
./image_data/preprocessing_images\Y\Y222.jpg,24.0
./image_data/preprocessing_images\L\L757.jpg,11.0
./image_data/preprocessing_images\T\T923.jpg,19.0
./image_data/preprocessing_images\O\O157.jpg,14.0
./image_data/preprocessing_images\P\P123.jpg,15.0
./image_data/preprocessing_images\E\E307.jpg,4.0
./image_data/preprocessing_images\B\B475.jpg,1.0
./image_data/preprocessing_images\L\L812.jpg,11.0
./image_data/preprocessing_images\D\D959.jpg,3.0
./image_data/preprocessing_images\T\T548.jpg,19.0
./image_data/preprocessing_images\I\I19.jpg,8.0
./image_data/preprocessing_images\N\N326.jpg,13.0
./image_data/preprocessing_images\Y\Y773.jpg,24.0
./image_data/preprocessing_images\Q\Q113.jpg,16.0
./image_data/preprocessing_images\Y\Y367.jpg,24.0
./image_data/preprocessing_images\J\J424.jpg,9.0
./image_data/preprocessing_images\J\J32.jpg,9.0
./image_data/preprocessing_images\nothing\nothing489.jpg,27.0
./image_data/preprocessing_images\Y\Y980.jpg,24.0
./image_data/preprocessing_images\Z\Z91.jpg,25.0
./image_data/preprocessing_images\B\B139.jpg,1.0
./image_data/preprocessing_images\nothing\nothing483.jpg,27.0
./image_data/preprocessing_images\Z\Z17.jpg,25.0
./image_data/preprocessing_images\A\A189.jpg,0.0
./image_data/preprocessing_images\J\J663.jpg,9.0
./image_data/preprocessing_images\R\R969.jpg,17.0
./image_data/preprocessing_images\space\space207.jpg,28.0
./image_data/preprocessing_images\D\D346.jpg,3.0
./image_data/preprocessing_images\N\N81.jpg,13.0
./image_data/preprocessing_images\B\B747.jpg,1.0
./image_data/preprocessing_images\M\M956.jpg,12.0
./image_data/preprocessing_images\A\A41.jpg,0.0
./image_data/preprocessing_images\Y\Y323.jpg,24.0
./image_data/preprocessing_images\D\D960.jpg,3.0
./image_data/preprocessing_images\Z\Z949.jpg,25.0
./image_data/preprocessing_images\Z\Z910.jpg,25.0
./image_data/preprocessing_images\K\K587.jpg,10.0
./image_data/preprocessing_images\T\T526.jpg,19.0
./image_data/preprocessing_images\E\E670.jpg,4.0
./image_data/preprocessing_images\N\N235.jpg,13.0
./image_data/preprocessing_images\O\O791.jpg,14.0
./image_data/preprocessing_images\R\R64.jpg,17.0
./image_data/preprocessing_images\H\H902.jpg,7.0
./image_data/preprocessing_images\nothing\nothing886.jpg,27.0
./image_data/preprocessing_images\L\L660.jpg,11.0
./image_data/preprocessing_images\L\L500.jpg,11.0
./image_data/preprocessing_images\O\O722.jpg,14.0
./image_data/preprocessing_images\S\S592.jpg,18.0
./image_data/preprocessing_images\E\E565.jpg,4.0
./image_data/preprocessing_images\P\P403.jpg,15.0
./image_data/preprocessing_images\space\space757.jpg,28.0
./image_data/preprocessing_images\P\P559.jpg,15.0
./image_data/preprocessing_images\T\T499.jpg,19.0
./image_data/preprocessing_images\C\C160.jpg,2.0
./image_data/preprocessing_images\M\M503.jpg,12.0
./image_data/preprocessing_images\H\H50.jpg,7.0
./image_data/preprocessing_images\Y\Y444.jpg,24.0
./image_data/preprocessing_images\E\E701.jpg,4.0
./image_data/preprocessing_images\space\space297.jpg,28.0
./image_data/preprocessing_images\F\F321.jpg,5.0
./image_data/preprocessing_images\A\A855.jpg,0.0
./image_data/preprocessing_images\Y\Y326.jpg,24.0
./image_data/preprocessing_images\del\del37.jpg,26.0
./image_data/preprocessing_images\N\N819.jpg,13.0
./image_data/preprocessing_images\T\T778.jpg,19.0
./image_data/preprocessing_images\R\R276.jpg,17.0
./image_data/preprocessing_images\O\O295.jpg,14.0
./image_data/preprocessing_images\O\O875.jpg,14.0
./image_data/preprocessing_images\nothing\nothing236.jpg,27.0
./image_data/preprocessing_images\H\H815.jpg,7.0
./image_data/preprocessing_images\space\space166.jpg,28.0
./image_data/preprocessing_images\C\C500.jpg,2.0
./image_data/preprocessing_images\I\I418.jpg,8.0
./image_data/preprocessing_images\B\B308.jpg,1.0
./image_data/preprocessing_images\Y\Y426.jpg,24.0
./image_data/preprocessing_images\B\B80.jpg,1.0
./image_data/preprocessing_images\T\T626.jpg,19.0
./image_data/preprocessing_images\C\C839.jpg,2.0
./image_data/preprocessing_images\C\C961.jpg,2.0
./image_data/preprocessing_images\B\B645.jpg,1.0
./image_data/preprocessing_images\Q\Q408.jpg,16.0
./image_data/preprocessing_images\F\F947.jpg,5.0
./image_data/preprocessing_images\F\F430.jpg,5.0
./image_data/preprocessing_images\B\B87.jpg,1.0
./image_data/preprocessing_images\Z\Z687.jpg,25.0
./image_data/preprocessing_images\C\C356.jpg,2.0
./image_data/preprocessing_images\N\N362.jpg,13.0
./image_data/preprocessing_images\O\O710.jpg,14.0
./image_data/preprocessing_images\S\S138.jpg,18.0
./image_data/preprocessing_images\K\K770.jpg,10.0
./image_data/preprocessing_images\T\T753.jpg,19.0
./image_data/preprocessing_images\N\N610.jpg,13.0
./image_data/preprocessing_images\K\K909.jpg,10.0
./image_data/preprocessing_images\K\K787.jpg,10.0
./image_data/preprocessing_images\B\B916.jpg,1.0
./image_data/preprocessing_images\U\U380.jpg,20.0
./image_data/preprocessing_images\U\U788.jpg,20.0
./image_data/preprocessing_images\del\del820.jpg,26.0
./image_data/preprocessing_images\L\L384.jpg,11.0
./image_data/preprocessing_images\N\N745.jpg,13.0
./image_data/preprocessing_images\H\H709.jpg,7.0
./image_data/preprocessing_images\F\F260.jpg,5.0
./image_data/preprocessing_images\W\W106.jpg,22.0
./image_data/preprocessing_images\I\I603.jpg,8.0
./image_data/preprocessing_images\U\U411.jpg,20.0
./image_data/preprocessing_images\S\S183.jpg,18.0
./image_data/preprocessing_images\H\H477.jpg,7.0
./image_data/preprocessing_images\P\P803.jpg,15.0
./image_data/preprocessing_images\A\A767.jpg,0.0
./image_data/preprocessing_images\V\V707.jpg,21.0
./image_data/preprocessing_images\F\F529.jpg,5.0
./image_data/preprocessing_images\P\P545.jpg,15.0
./image_data/preprocessing_images\N\N304.jpg,13.0
./image_data/preprocessing_images\M\M216.jpg,12.0
./image_data/preprocessing_images\del\del632.jpg,26.0
./image_data/preprocessing_images\K\K608.jpg,10.0
./image_data/preprocessing_images\U\U407.jpg,20.0
./image_data/preprocessing_images\P\P35.jpg,15.0
./image_data/preprocessing_images\T\T385.jpg,19.0
./image_data/preprocessing_images\L\L262.jpg,11.0
./image_data/preprocessing_images\X\X309.jpg,23.0
./image_data/preprocessing_images\Q\Q467.jpg,16.0
./image_data/preprocessing_images\L\L947.jpg,11.0
./image_data/preprocessing_images\X\X848.jpg,23.0
./image_data/preprocessing_images\W\W863.jpg,22.0
./image_data/preprocessing_images\V\V943.jpg,21.0
./image_data/preprocessing_images\H\H729.jpg,7.0
./image_data/preprocessing_images\U\U18.jpg,20.0
./image_data/preprocessing_images\W\W71.jpg,22.0
./image_data/preprocessing_images\E\E131.jpg,4.0
./image_data/preprocessing_images\K\K47.jpg,10.0
./image_data/preprocessing_images\R\R984.jpg,17.0
./image_data/preprocessing_images\K\K189.jpg,10.0
./image_data/preprocessing_images\J\J825.jpg,9.0
./image_data/preprocessing_images\R\R38.jpg,17.0
./image_data/preprocessing_images\del\del950.jpg,26.0
./image_data/preprocessing_images\I\I262.jpg,8.0
./image_data/preprocessing_images\L\L73.jpg,11.0
./image_data/preprocessing_images\space\space277.jpg,28.0
./image_data/preprocessing_images\Q\Q621.jpg,16.0
./image_data/preprocessing_images\Y\Y912.jpg,24.0
./image_data/preprocessing_images\space\space916.jpg,28.0
./image_data/preprocessing_images\X\X572.jpg,23.0
./image_data/preprocessing_images\D\D551.jpg,3.0
./image_data/preprocessing_images\space\space725.jpg,28.0
./image_data/preprocessing_images\O\O513.jpg,14.0
./image_data/preprocessing_images\N\N216.jpg,13.0
./image_data/preprocessing_images\I\I241.jpg,8.0
./image_data/preprocessing_images\U\U611.jpg,20.0
./image_data/preprocessing_images\Y\Y169.jpg,24.0
./image_data/preprocessing_images\P\P637.jpg,15.0
./image_data/preprocessing_images\L\L377.jpg,11.0
./image_data/preprocessing_images\Q\Q914.jpg,16.0
./image_data/preprocessing_images\A\A603.jpg,0.0
./image_data/preprocessing_images\W\W857.jpg,22.0
./image_data/preprocessing_images\T\T977.jpg,19.0
./image_data/preprocessing_images\A\A580.jpg,0.0
./image_data/preprocessing_images\R\R136.jpg,17.0
./image_data/preprocessing_images\M\M120.jpg,12.0
./image_data/preprocessing_images\H\H244.jpg,7.0
./image_data/preprocessing_images\space\space394.jpg,28.0
./image_data/preprocessing_images\N\N169.jpg,13.0
./image_data/preprocessing_images\H\H363.jpg,7.0
./image_data/preprocessing_images\V\V622.jpg,21.0
./image_data/preprocessing_images\W\W926.jpg,22.0
./image_data/preprocessing_images\J\J929.jpg,9.0
./image_data/preprocessing_images\Z\Z119.jpg,25.0
./image_data/preprocessing_images\T\T662.jpg,19.0
./image_data/preprocessing_images\R\R26.jpg,17.0
./image_data/preprocessing_images\M\M552.jpg,12.0
./image_data/preprocessing_images\B\B244.jpg,1.0
./image_data/preprocessing_images\J\J440.jpg,9.0
./image_data/preprocessing_images\E\E706.jpg,4.0
./image_data/preprocessing_images\S\S808.jpg,18.0
./image_data/preprocessing_images\Q\Q803.jpg,16.0
